username,review_text,rating,at,appversion,sentiment,label_source,review_length
Ardi Utama,Aplikasi sering eror Dapat driver jarak nya terlalu jauh nunggu lama tdk sesuai estimasi aplikasi pake acara driver double order segala biaya layanan semakin mahal kok kualitas aplikasi semakin buruk Gak simple kayak dulu,1,2023-12-17 05:58:57,4.80.2,negative,rating_rule,221
Dearna,Kecewa sama penanganan keluhannya,1,2023-12-18 12:37:49,4.80.2,negative,rating_rule,33
Muhamad Nurfaza,Susah dapet drivernya Gg membantu banget,1,2023-12-17 11:58:20,4.80.2,negative,rating_rule,40
Alvito Abimael,Gak jelas mau bayar masa harus gopay plus aplikasi jelek,1,2023-12-17 11:59:40,4.80.2,negative,rating_rule,56
Denna Kusdiana,Sering lemooooot dan sering crash makin paeah aja aplikasi nya,1,2023-12-17 12:12:20,4.80.2,negative,rating_rule,62
Zunaedi Z,Oke semua,5,2023-12-17 11:25:13,4.80.2,positive,rating_rule,9
Bams True Blue,Aplikasiny sering crash tolong di perbaiki,3,2023-12-18 08:57:27,4.80.2,neutral,rating_rule,42
RIKY SAPUTRA,Harusnya gojek ubah sistem kembali ke algoritma lama dimana posisi jmput under 0300mtr dari lokasi Biar driver tidak menghabiskan biaya operasional yg tinggi Punya Empati lah Apk jgnkan sejahtera mau makan apa driver nya kalau Driver dipaksa kerja dgn ongkir 5rb dan jarak jemput yg jauhdan gk wajar,1,2023-12-18 09:12:18,4.80.2,negative,rating_rule,299
AKRI H,sangat membantusy hrp hrg bs bersaing dg kompetitor sebelah yg terlalu upapa bisa inbox perubahan ke 12x min,5,2023-12-18 09:29:06,4.80.2,positive,rating_rule,108
Hakuoro Posting Channel,Kasih bintang 1 dulu Apknya ga bisa di buka nge blank,1,2023-12-20 14:14:04,4.80.2,negative,rating_rule,53
Eka Sulistyowati,Mudahmurahgoodjob,5,2023-12-17 11:24:40,4.80.2,positive,rating_rule,17
Muhammad Syamsul Azis Official,Lanjutkan,5,2023-12-18 12:01:26,4.80.2,positive,rating_rule,9
Pande Indrawan,Belakangan aplikasi sering error dan hang,2,2023-12-17 06:21:19,4.80.2,negative,rating_rule,41
Ogii,Promo nya jadi agak kurang,4,2023-12-18 12:18:44,4.80.2,positive,rating_rule,26
Rafli Putra Maesa,Lama mendapatkan drivernya saya jadi telat sekolah karena menunggu satu driver yang tidak banyak terima saya jadi menunggu lama dann itu membuat saya telatHargai saya selagi menunggu dan meminta maaf mungkin tarif murah atau kendala jauh,1,2024-01-18 23:27:28,4.80.2,negative,rating_rule,237
E S,Gojek sebulan ini aplikasinya error muluu,1,2023-12-18 09:10:38,4.80.2,negative,rating_rule,41
Siti anisa Dede,Manuap,5,2024-01-19 12:44:05,4.80.2,positive,rating_rule,6
Rio Dwi Harto,Tolong diperbaiki Belakangan ini sering forceclose Lalu kendala yg sangat aneh jika driver telfon customer di HP customer tinggal muncul menu angkat telfon dan hanya berdering,5,2023-12-18 09:04:51,4.80.2,positive,rating_rule,175
Adi Prayogo,perbanyak promo potongan tarif goride dan gocar,5,2023-12-18 14:13:45,4.80.2,positive,rating_rule,47
Farm Rabirt,GOSEN Tidak ada pilihan berat 1kg2kg Kan beli barang tidak semua berat max 5kg Mohon di perbaiki,1,2023-12-17 18:55:48,4.80.2,negative,rating_rule,96
fatmarosiana Lusi,Gojek yg terhormat Mohon di himbau kan pada driver gocar yg mana sdh belaku tdk sopan Khusus nya daerah Sukabumi Memang tdk semua driver sprti itu tp tlg beritahukan jg klw tdk bs jmput knp menyuruh kmi yg mencancel knp tdk mrk yg cancel sj smp saya d spam pake pesan singkat yg berubi2 Wkt itu memang sy sdg berada di luar rumah kdg ada signal kdg engga Cb deh klw ga bs jmput cancel aja sndri jgn nyuruh2 costumer yg cancel Ajari etika jg Trmksh,1,2023-12-18 03:24:43,4.80.2,negative,rating_rule,447
muhammad zamhariry,Payah nih min tolong diperbaiki dong bug nya Masa sinyal tidak terdeteksi waktu mau pakai gopay padahal lancar banget sinyalnya mana sering force close pula,1,2023-12-31 12:44:30,4.80.2,negative,rating_rule,156
Fizar Afriani,Ini maksudnya gojek apa sih Gopaylater udh di bayar lebih awal di aplikasi udh beres malah di tlponin mulu di bilang belum bayar GANGGU  Terus tbtb ada notifikasi kalo saya kena DENDA  heyyyyy Saya udh bayar ga ada tagihan lagi  PERBAIKI SYSTEM NYA,1,2023-12-16 07:24:22,4.80.2,negative,rating_rule,248
risalatul adna,Kasih saya diskon,5,2023-12-16 07:04:33,4.80.2,positive,rating_rule,17
rini ismawati,Senang sampai dgn selamat dan banyak diskonnya,5,2023-12-20 15:10:07,4.80.2,positive,rating_rule,46
Ardian Syah,Promonya di tambah lagi min untuk akhir tahun,5,2023-12-16 06:51:09,4.80.2,positive,rating_rule,45
Krisandi Agus,Gojek sekarang lebih sering ngehang,2,2023-12-16 06:46:33,4.80.2,negative,rating_rule,35
Pak mul Ayah dania,kenapa yg ngambil jauh dr titik jemputan aneh amat,4,2023-12-16 05:45:35,4.80.2,positive,rating_rule,50
Putra,Aplikasi sering keluar sendiri force close,2,2023-12-16 05:40:07,4.80.2,negative,rating_rule,42
DEDY WIDODO SUTANDANG,Hore gopaylater ditutup terima kasih,3,2023-12-18 03:05:15,4.80.2,neutral,rating_rule,36
Ibrahim Sidik,joosh,5,2023-12-16 05:15:03,4.80.2,positive,rating_rule,5
Rizky Suharyadi,Im sorry Tapi customer service ga bisa ngasih solusi ketika pelanggan butuh bantuan Dan ketika aplikasi sudah besar dan hebat dia juga bisa semena mena dengan anggotapelanggan nya Tq,1,2023-12-16 07:37:14,4.80.2,negative,rating_rule,182
D Melinia,future super app indonesia ini mah,5,2023-12-16 08:19:45,4.80.2,positive,rating_rule,34
rani angraini,NT ONIK,1,2023-12-17 19:42:38,4.80.2,negative,rating_rule,7
Agung Bachtiar,Tidak bisa menambahkan metode pembayaran debit card Jenius sudah saya coba berulangkali Tetap gak bisa,1,2023-12-16 11:35:25,4.80.2,negative,rating_rule,102
Hesty Indah,Gojek makin maju makin jaya,5,2023-12-16 11:01:10,4.80.2,positive,rating_rule,27
Edi Suriyanto,error terus,1,2023-12-16 10:36:56,4.80.2,negative,rating_rule,11
Rudi Edi Santoso,Gopay later diblokir karena telat membayar wkwk Padahal emang pure lupa kalau ada tagihan karena tidak ada notifikasi Udah bayar denda eh dibekukan juga Tau gitu mah mending gak usah ada denda dendaan sekalian aja diblokir akunnya Payah lah gojek,1,2023-12-16 10:34:44,4.80.2,negative,rating_rule,246
Edi Djunaedi,Mantep pokonya,5,2023-12-16 09:53:00,4.80.2,positive,rating_rule,14
Lina_ 8,Lagi pesan tiba2 ngelag aplikasinya mau keluar dari aplikasinya ga bisa tekan back,2,2024-01-15 10:11:44,4.80.2,negative,rating_rule,82
Putra Putra,Sebelumnya layanannya oke belakangan layanan nya kurang baik yang gopaylater tidak bisa dipakai padahal tidak pernah telat bayar tapi tetap tidak bisa dipakai walaupun limit full dengan keterangan  Ops ada sedikit gangguan  kirain sebentar ternyata berharihari,1,2023-12-18 03:50:36,4.80.2,negative,rating_rule,260
Iwan Cupleugghfrf,Keramahan lebih ditingkatkan,5,2023-12-16 09:39:55,4.80.2,positive,rating_rule,28
jamilah azhar,Titik jemput sering tdk sesuai,3,2024-01-21 08:47:53,4.80.2,neutral,rating_rule,30
nia ramadhani,Pertama kali pkai gojek sangat sangat mengecewakansupirnya dari awal tak ramah Walaupun konsumen salah atau bagaimana ga perlu ngomong ngegas Ga sopan,1,2023-12-16 09:15:48,4.80.2,negative,rating_rule,150
Gilang Pratama,Sangat mantap,5,2023-12-18 03:41:57,4.80.2,positive,rating_rule,13
Pusar Anggoro,Gojek is a good application,5,2024-01-05 05:12:26,4.80.2,positive,rating_rule,27
Idup Mulya jaya,Manatap,5,2023-12-16 04:31:51,4.80.2,positive,rating_rule,7
maria felisitas,Mengapa setelah diupdate malah aplikasinya tidak bisa dibuka,3,2023-12-18 01:59:16,4.80.2,neutral,rating_rule,60
imansyah putra,Gojek kacau sekarang sering crash pesen goride error gopaylater gak bisa dipakai padahal bayarnya juga gak telat,1,2023-12-19 03:09:55,4.80.2,negative,rating_rule,112
Lion Indo,Komplain lama,1,2023-12-15 15:41:00,4.80.2,negative,rating_rule,13
MR. noob GM,Tulisannya cancel setelah saya cancel saya pesen lagi kemudian yang dateng ada 2 memang aplikasi gojek gak bisa dipercaya,1,2023-12-18 03:03:08,4.80.2,negative,rating_rule,121
Personalia.alfamartplg,Gak jelastiba gopay later diblokir,1,2023-12-19 03:19:39,4.80.2,negative,rating_rule,34
Zhe3Dhe3,Untuk GoFood mahal  kurang bersaing promonya terkesan pengen ngeraup sebanyakbanyaknya keuntungan dari customer Untuk goride udah cukup bagus bersaing,2,2023-12-15 15:31:22,4.80.2,negative,rating_rule,150
Irfan Jaki,Pembayaran pay later ke toko2 error udah satu Minggu saya tunggu g ad balasan via email kalo emang ga niat hapus aja pembayaran paylater,1,2023-12-15 14:47:55,4.80.2,negative,rating_rule,136
Siti Muzayana,matabb,5,2023-12-19 03:28:09,4.80.2,positive,rating_rule,6
Maulia Septia,Gojek knp y erorudh di instal ulang bukan makin bener malah eror nutup sendiri,1,2023-12-15 14:22:02,4.80.2,negative,rating_rule,78
Riyo Prayoga,Promo yg banyak tidak berguna,3,2023-12-15 13:41:56,4.80.2,neutral,rating_rule,29
Sa Yumi,Orangnya baik dn rama,5,2023-12-31 16:22:16,4.80.2,positive,rating_rule,21
Saeni Irwanto,Jarang pakai sih,3,2023-12-15 12:06:09,4.80.2,neutral,rating_rule,16
Haltebikumiku,Grab sucks,5,2023-12-19 03:29:00,4.80.2,positive,rating_rule,10
Nunung Herlina,Sekarang sering banget crash kacau,1,2023-12-15 11:56:55,4.80.2,negative,rating_rule,34
Devi Nofita Sary,Terima kasih gojek Sempat ada masalah penyalahgunaan Email tapi sudah diselesaikan oleh pihak gojek,5,2023-12-19 03:49:21,4.80.2,positive,rating_rule,99
Driver ojol Jakarta (Orie),hapus argo gocengbuat driver jadi makin sengsara,1,2023-12-20 22:11:10,4.80.2,negative,rating_rule,48
Adi P,Parah sering gangguan mau pembayaran selalu dalam pemeliharaan terus sampe kapan  Hadeh,1,2023-12-15 15:52:54,4.80.2,negative,rating_rule,87
slamet hariyanto,Sering error  masih force close terus  udah pesan food  keluar aplikasi baru bisa dilihat pesananya kl yg ga tau pasti dobel order kl bgt,3,2023-12-15 16:53:48,4.80.2,neutral,rating_rule,137
Larie Asis,aplikasi yang sangat membantu dan mempermudah kebutuhan seharihari untuk saya yang disabel Terimakasih Gomart,5,2023-12-19 03:04:13,4.80.2,positive,rating_rule,109
Muhammad Rasyid Ridho Pulungan,Gak bisa batalin pesanan,1,2023-12-16 01:57:46,4.80.2,negative,rating_rule,24
ilmi nur,Udah suka banget sama kinerja aplikasi nya Ini udh aku edit krna mnurutku apk ini udh upgrade bgt Terimakasih banyaaakkk yaaaahhhh,4,2023-12-19 02:40:18,4.80.2,positive,rating_rule,130
Don King,Update bukannya makin bagus eh malah lemot,1,2023-12-16 02:15:21,4.80.2,negative,rating_rule,42
Ogi Marsel,bagus aplikasi nya saya suka,5,2023-12-19 02:53:14,4.80.2,positive,rating_rule,28
Yayah Violin,Senang belanja disini selalu puas langgananku doong gojek selalu,5,2024-01-08 09:45:07,4.80.2,positive,rating_rule,64
Gita Legiana,Payah Jd sering eror atau ga bsa buka aplikasi nie Mw pke saldo gopay sndiri jd ga bsa Ksian jg driver jg trhambat orderan krn aplikasi sring eror,1,2023-12-16 02:06:39,4.80.2,negative,rating_rule,146
Fajar Muhamad Ramdan,Ko not responding terus sih sebelumnya sudah saya update dan sinyal juga kenceng ram 8gb masih kosong 3Gb internal 256Gb,1,2023-12-18 02:05:35,4.80.2,negative,rating_rule,120
Lisda Lestari,Aku masa gak bisa pake promo gofood sii udah dari lama tulisannya promo tidak bisa terpakai terus,1,2023-12-18 02:22:33,4.80.2,negative,rating_rule,97
gilbert oscar,Aplikasinya sering error dan saya membayar makanan 2 karena aplikasinya error saya sudah 2 mengajukan laporan malah laporannya di tutup tanpa ada kejelasan,1,2023-12-16 01:02:58,4.80.2,negative,rating_rule,155
Ahmad Badawi,Kenapa limit gopaylater saya tidak bisa di gunakan lagi Saya naikan bintang 5 kalau limit gopaylater nya sudah bisa di gunakan kembali,1,2023-12-15 23:38:15,4.80.2,negative,rating_rule,134
Rudy Martin (Rudy),Aplikasi tdk mendukung ketika masuk aplikasi ngehang,1,2023-12-15 23:33:27,4.80.2,negative,rating_rule,52
indriana tri utari,Sangat membantu dalam kondisi apapun,5,2023-12-18 02:19:13,4.80.2,positive,rating_rule,36
Nezamart Official,Dari penjual ambil biaya dari driver ambil biaya dari pemasan ambil biaya amazing,1,2023-12-15 20:18:15,4.80.2,negative,rating_rule,81
Bondz MooN,aLL gOoD,5,2023-12-15 19:41:57,4.80.2,positive,rating_rule,8
Jhonizar,mantapp dah gobox,5,2023-12-16 11:48:15,4.80.2,positive,rating_rule,17
Saputra Ikbal,Ini knpa si kan pin ya bener ko pas beli pulsa eror parah si ini,1,2023-12-16 17:31:32,4.80.2,negative,rating_rule,64
Nina Listya,Sipp pokoknya,5,2023-12-20 13:24:33,4.80.2,positive,rating_rule,13
Rizky Satrio,Itu argo goceng minta tolong diilangin dong soalnya saya sering banget kalo lagi order Gofood malah dimintai nambah padahal buat ongkir saya udah bayar diatas 1216 RB untuk jarak yang ga terlalu jauh,1,2023-12-17 21:59:06,4.80.2,negative,rating_rule,199
Rudy Eko,Aplikasi AnakBangsa,5,2023-12-17 22:02:52,4.80.2,positive,rating_rule,19
Jessica huang,Aplikasi gojek saya knapa ga bs di buka ya Padahal udah bolak balek unistalinstal Mohon bantuannya,1,2023-12-18 04:34:35,4.80.2,negative,rating_rule,98
Putu Sastrawan,Kadang erorngelagclose dulubaru normal lagitlong diperbaikithanks,3,2023-12-16 16:21:01,4.80.2,neutral,rating_rule,65
Resy Hermawati,Sangat membantu per transportasian sehari hari,5,2024-01-17 10:37:44,4.80.2,positive,rating_rule,46
siwi perdana,Ada yang pernah topup gopay ngga masuk Udah 3x24 jam udah laporan tapi ngga ada jawaban apapun dari gojek masa kaya gini si ngga ada tanggung jawabnya sama sekali itu kan uang saya sudah ada bukti transfer sukse terus uangnya masuk kemana Tolong dong admin gojek bisa ngga ini ada tanggungjawabnya hidup lagi susah2nya topup malah ngga masuk kecewa bgt padahal udah bertahun2 transaksi menggunakan gopay tapi ada kejadian kaya gini ngga ada solusi apapun bingung mau minta tolong sama siapa,1,2023-12-16 15:34:11,4.80.2,negative,rating_rule,490
Ahmad,Setelah Update ko jadi parah nih,1,2023-12-17 22:20:21,4.80.2,negative,rating_rule,32
Elsye Yosina,Setiap di buka aplikasinya blm masuk ke menu udah keluar lagi Begitu aj terus dr kmrn2 Ada apa sih sbnrnya Di perbaiki donk,1,2023-12-17 23:15:44,4.80.2,negative,rating_rule,123
BACHTIYAR BAGUS PRAMANTO,sangat membantu untuk sarana transportasi terimakasih,5,2024-01-17 10:23:19,4.80.2,positive,rating_rule,53
Haris Erdyanto,Semakin nyaman digunakan,5,2023-12-20 15:23:41,4.80.2,positive,rating_rule,24
mika rasyad,dapat meredakan kelaparan saat malam,5,2023-12-17 21:04:16,4.80.2,positive,rating_rule,36
Aris Kani,Ada update bukanya lebih baik justru sering frezze apk nya aneh bet,1,2023-12-16 17:42:29,4.80.2,negative,rating_rule,67
Irfan Samson,Suka eror ga jelas Tolong diperbaiki lagi Terima kasih,1,2023-12-16 17:57:15,4.80.2,negative,rating_rule,54
Budi Ardiyanto,Awesome,5,2023-12-18 05:02:30,4.80.2,positive,rating_rule,7
dzal karnaen,luar biasa,5,2023-12-18 05:52:36,4.80.2,positive,rating_rule,10
Vinsen Nawir (Phantom Fire),aplikasi sering ngecrash terutama saat buka opsi restoran dan live posisi driver,2,2023-12-18 05:40:28,4.80.2,negative,rating_rule,80
Uti,Jayaheee,5,2023-12-18 05:38:22,4.80.2,positive,rating_rule,8
Ujang Ramdani,Anji gw udah 2 hari manggil gocar ga pernah ada yg konfirm,5,2023-12-18 05:34:02,4.80.2,positive,rating_rule,58
Aqram Munawar,Saldo 50000 aja lama banget di refund apalagi transaksi berjutajuta di aplikasi gpay sini yg ada uang hilang dan ga di proses Call center tidak bisa dihubungi customer service respon lama,1,2023-12-16 19:13:42,4.80.2,negative,rating_rule,187
Aldi Wijaya,Sekarang malah voucher promo hilang semua padahal masa berlaku masih lama hadeh aplikasi scam,1,2023-12-18 05:31:48,4.80.2,negative,rating_rule,93
ronie kurniawan,buka sebentar hang tiba2 pakai HP Flagship internet 100Mbps 18ms uninstal instal lagi sama aja coba perbaiki,2,2023-12-16 18:48:40,4.80.2,negative,rating_rule,108
Yohanes Oeyliawan,Driver makin lama makin gak sopan Naikin harga lah Minta offline lah Marah marah sama customer Bahkan mabuk sebelum narik Parah,1,2023-12-16 18:24:43,4.80.2,negative,rating_rule,127
Ahmad Rafif almanac,ini internet lancar loh ko di app ini mlah ngelag tolong diperbaiki,1,2023-12-18 05:20:08,4.80.2,negative,rating_rule,67
Ahmad Tubagus,Aplikasi crash waktu order gofood Pas order lagi orderannya jadi double,1,2023-12-16 18:11:51,4.80.2,negative,rating_rule,71
wisata molekul,good job buat gojek,5,2023-12-18 14:54:30,4.80.2,positive,rating_rule,19
BANG SAM,KETERANGAN REFUND UDAH DI PROSES KAGA ADA SALDO MASUK SALDO 2JT ANGUS GAK ADA INFO DARI PIHAK GOJEKKKKK DI MANA KALO REFUND SALDO KEPOTONG LAH INI SALDO TIBA KEPOTONG SALDO 2JT BELUM KEMBALI DARI KEMARIN,5,2023-12-18 04:32:28,4.80.2,positive,rating_rule,203
Joss Ben Kid,Aplikasi sering eror Waktu November 2023 order cuma 1x tapi sesudah sy naik driver yg pertama tibatiba ada sekitar 5 driver lagi yg datang ke alamat sama yg diorder Driver terus berdatangan sampai aplikasi di uninstall baru dah driver nya gak berdatangan lagi Bikin heboh 1 komplek dah,1,2023-12-18 16:43:45,4.80.2,negative,rating_rule,285
Andhika Riyanto,Smg lebih baik,5,2023-12-18 17:02:16,4.80.2,positive,rating_rule,14
Fatimma Zahro,Terbaik ku,5,2023-12-16 13:12:30,4.80.2,positive,rating_rule,10
Tony Mulyadi,Ini divisi IT gajinya kurang apa gimana APKnya lola banget udah mau pembayaran tau tau ngeblank dan tutup aplikasi Kemaren mau naik gocar nyari lokasi padahal nulis alamatnya detail malah mapnya ga kedeteksi ampun dah,1,2023-12-16 12:44:17,4.80.2,negative,rating_rule,217
Tri wahyudi Wahyudi,I like it,5,2023-12-31 11:30:24,4.80.2,positive,rating_rule,9
Roni Aris,Kasian drvier y makan ampasnya doank malah sekarang tarif diturunkan BBM naik kebutuhan naik tarif diturunkanbagaimana mitra mau sejahtera,1,2023-12-18 01:16:24,4.80.2,negative,rating_rule,138
Indrowati Indrowati,sangat puas dng layanan oprator,5,2024-01-18 00:33:07,4.80.2,positive,rating_rule,31
Donny Iryansyah,Saya pelanggan setia GOJEK pesan GOFOOD BANYAK YG MEMELAS ONGKOS YG DI TERIMA 5000 PADAHAL SAYA BAYAR NOMRAL SESUAI APLIKASINYA TIDAK SEGITU TOLONG DRIVER GOJEK YG SUKA MEMELAS ONGKOS 5000,1,2023-12-19 00:31:41,4.80.2,negative,rating_rule,188
chyntia anindhyta,Kenapa akhir2 ini aplikasi sering error Diperbaiki dong jadi ga bisa dipake pas dibutuhin,1,2023-12-19 00:35:57,4.80.2,negative,rating_rule,89
Dede Kusderis,Saya sudah lama menggunakan aplikasi GOJEK sejak 2017 sya pengguna aktif aplikasi GOJEK bahkan semua handphone saya terpasang aplikasi GOJEK entah kenapa 2 tahun terkahir ini banyak banget masalah di GOJEK setiap saya pesan gocar sangat lama dapat driver udh lama dan d cancel pula Terakhir kemarin pesan gocar dari mall TA sampai menunggu 10 menit baru dapat driver itupun dicancel oleh drivernya saya langsung pesan via GRAB langsung dapat langsung jalan,1,2023-12-18 01:44:35,4.80.2,negative,rating_rule,456
Ghina Ruwaida,Gotix tiba tiba tidak ada di aplikasi gojek saya bagaimana caranya supaya kembali,5,2023-12-18 01:45:40,4.80.2,positive,rating_rule,81
Sumini Rifan,Aneh baru download gabisa ke buka,1,2023-12-16 12:14:48,4.80.2,negative,rating_rule,33
Sugeng Santoso,Praktis dan hemat Mantap,5,2023-12-19 01:04:32,4.80.2,positive,rating_rule,24
Maeztama,Sy pengguna gojek udh lamaa banged paham betul syarat ketentuan gopaygopay later tp sekarang tiap transaksi pake paylater slalu keluar notif ada gangguan tekhnis sdh ajukan kendala bolak balik tp jawaban slalu sama please deh Kasih bintang 5 biar up  thanks before,5,2023-12-16 12:09:25,4.80.2,positive,rating_rule,264
Geovany Geovany,Hdm l7olh Xwl hnco c9  l9 9Zf 529 Ol Dqr3 X Bxt Xae Bc,5,2023-12-16 11:49:11,4.80.2,positive,rating_rule,54
Dimas Ramadhani,Ketika mau mencari menu makanan pasti selalu location not serviceable  trus saya mau pesan makanan bagaimana,1,2023-12-19 01:46:00,4.80.2,negative,rating_rule,108
Aris Setyawan,Sangat membantu dalam kehidupan nyata,5,2024-01-20 17:29:32,4.80.2,positive,rating_rule,37
Rini Anita,Aplikasi nalarlagi maen game iklan pengertian dikit HP macet,1,2023-12-21 13:01:02,4.80.2,negative,rating_rule,60
Bonchel Sabbar,Tolong perbaiki ya minmslh saya sering nya titik maps yang di driver sama tulisan castamer alamat pesanan beda ny jauh sedangkn driver ny suka keukeuh gak mau nyampai di yg tertera alamat pesanan dgn alasan driver sudah d titik pdhl alamat penjemputan bukan di titik yg driver tunggu mslh ny rmh saya d gang dlm paling tengah jd jauh kmn mana mknya saya sering pesan gojek tolong perbaiki ya min titik maps driver sama yg kita tulis d almat penjemputan harap samakan jd gk ribet,5,2023-12-17 23:31:06,4.80.2,positive,rating_rule,478
Zainal Abidin,Sangat membantuusahakan perbanyak promo iyya gojek,5,2023-12-16 15:03:47,4.80.2,positive,rating_rule,50
Bagus Prasetya,Kok sekarang sering hang aplikasinya Alamat tersimpan juga tidak muncul di bawah pilihan alamat Sinyal sudah penuh aplikasi sudah update yg terbaru Semoga segera bisa diperbaiki,1,2023-12-17 23:16:03,4.80.2,negative,rating_rule,177
Thedy,Gimana sih gojek saya mesen makanan karena pengen cepet gak ribet maka nya saya gk masalah rogoh kocek lebih lah ini saya mesen lama banget kaga pake pengantaran hemat dan ternyata orderan saya masuk ke driver yg posisi nya  4km whaaattsss awalnya saya gak percaya tp tampilan screenshot nya di tunjukkan ke saya ama driver nya,1,2023-12-16 14:52:27,4.80.2,negative,rating_rule,327
Tenriwali Bs,Mantulllll Gacor,5,2023-12-16 13:55:18,4.80.2,positive,rating_rule,16
mohamad fajar syarifudin,Solusi utk antar jemput,5,2023-12-17 23:56:44,4.80.2,positive,rating_rule,23
HEUG,Ongkos nya mahal,2,2023-12-16 13:48:10,4.80.2,negative,rating_rule,16
Qero2p,APK DONGOO SALDO KEPOTONG GAK DIBALIKIN DONGOO,1,2023-12-18 18:57:37,4.80.2,negative,rating_rule,46
"IQ 0,01",Paylatter nya ga jelas awal nya bisa pake dan normal aja Eh ketika di suruh upgrade paylatter malah jadi ga bisa Paling kocak waktu minta bantuan ke cs nya alasannya cuman karna tidak memenuhi persyaratan Padahal bayar selalu lebih awal ketika tanggal 15 tagihan baru muncul langsung di bayar Jadi ngerasa percuma sering pake gojek tapi hasil nya tetep jelek kualitas akunya,1,2023-12-16 13:39:02,4.80.2,negative,rating_rule,374
Mam'sLeo DanielRamadhan,gomed nya sudah gak ada ya di apk,1,2023-12-18 04:15:44,4.80.2,negative,rating_rule,33
Eln _,Gopaylater nya ga bisa dipake mulu,1,2023-12-16 13:26:08,4.80.2,negative,rating_rule,34
Dea Rahma Diana,Gila nih aplikasi mau bayar lewat qris gak bisa katanya kebanyakan nyoba padahal cuma salah pin 1 kali,1,2023-12-17 23:54:47,4.80.2,negative,rating_rule,102
Fazrie Hadi,Pakai 100 ribu denda 50 ribu kan dzolim kelian tuparah,1,2023-12-17 10:16:10,4.80.1,negative,rating_rule,54
Evon Zubair,Wangel giliran lupa pin cuman sekali tiba tiba banyak aksi terus coba lagi 1 jam,3,2023-12-23 12:58:55,4.80.1,neutral,rating_rule,80
Evan 04,Kelazzzzzzz,4,2024-01-17 02:20:38,4.80.1,positive,rating_rule,11
Sukarmi Muid,Grap memang top,5,2024-01-30 22:56:09,4.80.1,positive,rating_rule,15
Firdaus Alamsyah,Sangat membantu dikala males bawa motor,5,2023-12-12 06:37:14,4.80.1,positive,rating_rule,39
shofwatul arumatil fauziyah,Aplikasi malesin sering bgt error gajelas,1,2023-12-11 11:33:13,4.80.1,negative,rating_rule,41
Hotman Simanungkalit,BAGUS,5,2023-12-11 14:17:12,4.80.1,positive,rating_rule,5
Rian Gunawan,trimakasih,5,2023-12-12 15:31:44,4.80.1,positive,rating_rule,10
Haekel Haekel,Lebih bagus versi yg dulu sebelum upgrade skrg mau aktifin gopaylater  gopinjam susahnya minta ampun selalu ditolak pdhl sblumnya sudah punya limit selalu digunakan  tidak pernah telat bayar Trs versi yg dulu bisa menentukan sendiri limit gopaylater nya,1,2023-12-11 10:36:52,4.80.1,negative,rating_rule,253
Nazwa Alifia,Pas d update malah gk bisa d pakai,1,2023-12-11 10:08:17,4.80.1,negative,rating_rule,34
RidhoMotovlog HD,Parah For close terus,1,2023-12-12 14:10:16,4.80.1,negative,rating_rule,21
L-S- pakpahan,setelah update aplikasi ny sering error makin lama makin ga jelas ni aplikasi,1,2023-12-12 07:00:31,4.80.1,negative,rating_rule,77
wiedhy qw,driver ngga turun bantu angkatin barang padahal saya bawa barang lebih dr satu malah smpt smpt nya bilang taro belakang kosong bu duduk di bangku tengah berdua sm keponakan ada koper ada tas jugaAC kaga dingin dia niat nyari penumpang apa kaga si saya paling jarang bgt ngasih rating jelek tp kalo kondisi nya beginisaya ga tolerir kalo ada mines bintang aku pilih yg mines deh,1,2023-12-12 05:19:11,4.80.1,negative,rating_rule,377
mhd tamsil,Mantab jaya,5,2023-12-12 03:01:51,4.80.1,positive,rating_rule,11
Kanjeng Ei,Yah server kami lagi sibukbapaklu sibuk gw pen mesen makanan aja ribet aplikasi apasi,1,2023-12-11 10:08:26,4.80.1,negative,rating_rule,85
Arie Anuari,Erorr teruss aneh,1,2023-12-11 13:42:30,4.80.1,negative,rating_rule,17
Mutoharoh Katsir,Pelayanan gofood skrng lama buanget bukan dr drivernya tp dr aplksinya dulu gofood paling 15mnt kdng gk nyampesekarang mesti 30 pe 40mntn hhhh gk bisa di andelinpdhl bukan pke ongkir mode hemat tp luama bikin mls klo mo order gofood,2,2023-12-12 21:13:44,4.80.1,negative,rating_rule,232
Budhy San,Kenapa menu help tidak ada di aplikasi saya ya,3,2023-12-11 12:23:54,4.80.1,neutral,rating_rule,46
Ridlo Alfa,Entah kenapa lokasi sendiri gak di temukan padahal udah di update aplikasi,1,2023-12-11 11:33:14,4.80.1,negative,rating_rule,74
Catur Dewi Hadi Salas Wati,setelah di update kenapa malah tidak bisa memilih utk mengganti alamat ya pdhl mau kirim gofood ke saudara di luar kota saat mengganti alamat tulisannya alamat tidak dapat ditemukan pdahal sebelum di update selalu bisa ganti alamat,2,2023-12-11 10:36:04,4.80.1,negative,rating_rule,231
Putra Kevin,abdet terus  orderan di batasin tanpa sebab yg jelas sama di jedah lama  gk kasihan sama driver nyari buat anak istri dan keperluan yg lain,1,2023-12-11 11:17:54,4.80.1,negative,rating_rule,139
Muhammad Fauzidane Izzudin H.,Ambil data lokasi penjemputan depan rumah tidak bisa ditambah lama banget,1,2023-12-11 11:16:28,4.80.1,negative,rating_rule,73
